term,gene
AbSC_Diff,Gapdh
AbSC_Diff,Scp2
AbSC_Diff,Oas1a
AbSC_Diff,Cd302
AbSC_Diff,Fahd1
AbSC_Diff,Bpnt1
AbSC_Diff,Aldh1b1
AbSC_Diff,Akr1c19
AbSC_Diff,Mapk13
AbSC_Diff,Rps23
AbSC_Diff,Ncl
AbSC_Diff,BC030870
AbSC_Diff,Cela1
AbSC_Diff,B2m
AbSC_Diff,Chchd7
AbSC_Diff,Sri
AbSC_Diff,Rtn4
AbSC_Diff,Cdh17
AbSC_Diff,Prlr
AbSC_Diff,Clec2h
AbSC_Diff,Ndufa5
AbSC_Diff,Rps15
AbSC_Diff,Alpi
AbSC_Diff,Chpt1
AbSC_Diff,Aoc1
AbSC_Diff,Cst6
AbSC_Diff,Ndufc1
AbSC_Diff,H3f3b
AbSC_Diff,Cyc1
AbSC_Diff,Mdh1
AbSC_Diff,Gstt1
AbSC_Diff,Eif4a1
AbSC_Diff,Axin2
AbSC_Diff,Cdhr2
AbSC_Diff,Tcea3
AbSC_Diff,Ccnd1
AbSC_Diff,Anpep
AbSC_Diff,Uqcrq
AbSC_Diff,Hnrnpab
AbSC_Diff,Rpl26
AbSC_Diff,Gna11
AbSC_Diff,Epcam
AbSC_Diff,Rpl27
AbSC_Diff,Cox5a
AbSC_Diff,Hnrnpa1
AbSC_Diff,Nhp2
AbSC_Diff,Atp5c1
AbSC_Diff,Atp5d
AbSC_Diff,Atp5h
AbSC_Diff,Aqp11
AbSC_Diff,Uqcrh
AbSC_Diff,Apob
AbSC_Diff,Cox7c
AbSC_Diff,Gstm2
AbSC_Diff,Mtch2
AbSC_Diff,Ass1
AbSC_Diff,P4hb
AbSC_Diff,Lysmd2
AbSC_Diff,Cyb5r3
AbSC_Diff,Tnfsf13os
AbSC_Diff,Npm1
AbSC_Diff,Stmn1
AbSC_Diff,Sdc1
AbSC_Diff,Ephx2
AbSC_Diff,Car4
AbSC_Diff,Sdhd
AbSC_Diff,Ces1f
AbSC_Diff,Hdhd3
AbSC_Diff,Ndufb11
AbSC_Diff,Ahcyl2
AbSC_Diff,Snhg6
AbSC_Diff,Ces2c
AbSC_Diff,Rpl38
AbSC_Diff,Msra
AbSC_Diff,Bex3
AbSC_Diff,Eif2s2
AbSC_Diff,Cyp4f14
AbSC_Diff,Ndufa4
AbSC_Diff,Aldh9a1
AbSC_Diff,Irf7
AbSC_Diff,Ddc
AbSC_Diff,Rpl18a
AbSC_Diff,Fmo5
AbSC_Diff,Myo1a
AbSC_Diff,Abcg2
AbSC_Diff,Rpl34
AbSC_Diff,Rnf213
AbSC_Diff,Ndufb5
AbSC_Diff,Erich4
AbSC_Diff,S100a16
AbSC_Diff,Rplp0
AbSC_Diff,Rpl31
AbSC_Diff,Cox7a1
AbSC_Diff,Tmem37
AbSC_Diff,Fos
AbSC_Diff,Uqcrc1
AbSC_Diff,Usmg5
AbSC_Diff,Eif3c
AbSC_Diff,1500011B03Rik
AbSC_Diff,Apoa4
AbSC_Diff,Psma7
AbSC_Diff,Slc39a5
AbSC_Diff,Ogdh
AbSC_Diff,Dhrs1
AbSC_Diff,Myo15b
AbSC_Diff,Metap2
AbSC_Diff,Psma3
AbSC_Diff,Reep6
AbSC_Diff,Atp5f1
AbSC_Diff,Clic1
AbSC_Diff,Ech1
AbSC_Diff,Acat1
AbSC_Diff,Rpl14
AbSC_Diff,Ndufs7
AbSC_Diff,Selenoh
AbSC_Diff,Rps20
AbSC_Diff,Creb3l3
AbSC_Diff,Apoa1
AbSC_Diff,Arpc1b
AbSC_Diff,Skp1a
AbSC_Diff,Cenpx
AbSC_Diff,Aldoa
AbSC_Diff,Ndufa3
AbSC_Diff,Rpl36
AbSC_Diff,Ifi27l2b
AbSC_Diff,Hes6
AbSC_Diff,Hadha
AbSC_Diff,Mall
AbSC_Diff,mt-Nd4l
AbSC_Diff,H2afv
AbSC_Diff,Rps19
AbSC_Diff,Atp5k
AbSC_Diff,Rps5
AbSC_Diff,Atp6v1g1
AbSC_Diff,Cdk2ap2
AbSC_Diff,Rpl10a
AbSC_Diff,Rpl24
AbSC_Diff,Btf3
AbSC_Diff,Spink4
AbSC_Diff,Trim31
AbSC_Diff,Ptma
AbSC_Diff,Guca2b
AbSC_Diff,Shisa5
AbSC_Diff,Rpl27a
AbSC_Diff,Adtrp
AbSC_Diff,Sfxn1
AbSC_Diff,Lgals3
AbSC_Diff,Coa3
AbSC_Diff,Enpep
AbSC_Diff,App
AbSC_Diff,Selenop
AbSC_Diff,Cirbp
AbSC_Diff,Aco2
AbSC_Diff,Cycs
AbSC_Diff,Rps18
AbSC_Diff,Csrp1
AbSC_Diff,Smpdl3a
AbSC_Diff,Lpgat1
AbSC_Diff,mt-Nd3
AbSC_Diff,Suclg1
AbSC_Diff,Atp5e
AbSC_Diff,Rps9
AbSC_Diff,Tpi1
AbSC_Diff,Mt2
AbSC_Diff,Cisd3
AbSC_Diff,Hnrnpa3
AbSC_Diff,Slc51a
AbSC_Diff,H2-DMb1
AbSC_Diff,Dpp4
AbSC_Diff,Gm45716
AbSC_Diff,Ube2l6
AbSC_Diff,Cdkn2b
AbSC_Diff,Atp5j
AbSC_Diff,Rpl7
AbSC_Diff,Tcn2
AbSC_Diff,Slc27a4
AbSC_Diff,Rpl12
AbSC_Diff,Avpi1
AbSC_Diff,Mgst1
AbSC_Diff,Sypl
AbSC_Diff,Tkfc
AbSC_Diff,Uqcrb
AbSC_Diff,Mogat2
AbSC_Diff,2200002D01Rik
AbSC_Diff,Sfn
AbSC_Diff,Akr7a5
AbSC_Diff,Epb41l3
AbSC_Diff,Rplp2
AbSC_Diff,Mep1b
AbSC_Diff,Gadd45g
AbSC_Diff,Ddit4
AbSC_Diff,Me2
AbSC_Diff,Cat
AbSC_Diff,Acer2
AbSC_Diff,Snrpe
AbSC_Diff,S100a1
AbSC_Diff,Pla2g12b
AbSC_Diff,Rps13
AbSC_Diff,Nme4
AbSC_Diff,Cbr1
AbSC_Diff,Ak2
AbSC_Diff,Isx
AbSC_Diff,Sec13
AbSC_Diff,Sdhc
AbSC_Diff,Ace
AbSC_Diff,Ppp1ca
AbSC_Diff,Pycrl
AbSC_Diff,Iqgap2
AbSC_Diff,Ntmt1
AbSC_Diff,Ndufv3
AbSC_Diff,mt-Cytb
AbSC_Diff,H2-T22
AbSC_Diff,Eif5a
AbSC_Diff,Nfkbia
AbSC_Diff,Acsl5
AbSC_Diff,Acox1
AbSC_Diff,Rab4a
AbSC_Diff,Atp1a1
AbSC_Diff,Bdh1
AbSC_Diff,Psmb5
AbSC_Diff,Tnfaip8l1
AbSC_Diff,Slc9a3r1
AbSC_Diff,Atp6v1f
AbSC_Diff,Hnf4g
AbSC_Diff,Galnt6
AbSC_Diff,Anp32a
AbSC_Diff,Txndc17
AbSC_Diff,Tmbim6
AbSC_Diff,Ggt1
AbSC_Diff,Lamp2
AbSC_Diff,H2-Q2
AbSC_Diff,2210407C18Rik
AbSC_Diff,Tubb2b
AbSC_Diff,Cyp3a13
AbSC_Diff,Rplp1
AbSC_Diff,Idh3b
AbSC_Diff,Ube2i
AbSC_Diff,Trmt112
AbSC_Diff,Rpl4
AbSC_Diff,Xrn2
AbSC_Diff,Acbd4
AbSC_Diff,Tmem120a
AbSC_Diff,Gstm5
AbSC_Diff,mt-Co3
AbSC_Diff,Ktn1
AbSC_Diff,Ndufab1
AbSC_Diff,Onecut2
AbSC_Diff,Prkca
AbSC_Diff,Ndufb6
AbSC_Diff,Vkorc1
AbSC_Diff,Etfa
AbSC_Diff,Prdx5
AbSC_Diff,Atp5a1
AbSC_Diff,Aldh2
AbSC_Diff,Serbp1
AbSC_Diff,Anxa2
AbSC_Diff,Ndufb2
AbSC_Diff,Hagh
AbSC_Diff,Nlrp6
AbSC_Diff,Rps25
AbSC_Diff,Cox20
AbSC_Diff,Rps17
AbSC_Diff,Slc25a3
AbSC_Diff,Rpl3
AbSC_Diff,Rps28
AbSC_Diff,Fdft1
AbSC_Diff,Sdha
AbSC_Diff,Ugt2b34
AbSC_Diff,Nfe2l2
AbSC_Diff,Ndufb3
AbSC_Diff,Acy1
AbSC_Diff,Mbd3
AbSC_Diff,Psmd7
AbSC_Diff,Surf4
AbSC_Diff,Calm3
AbSC_Diff,Ndufa11
AbSC_Diff,Rps6
AbSC_Diff,Uqcrc2
AbSC_Diff,Sprr2a3
AbSC_Diff,Rflnb
AbSC_Diff,Mcrip2
AbSC_Diff,Gng12
AbSC_Diff,Muc3
AbSC_Diff,C1qtnf12
AbSC_Diff,Set
AbSC_Diff,Tes
AbSC_Diff,1810022K09Rik
AbSC_Diff,Mgam
AbSC_Diff,Csrp2
AbSC_Diff,Abhd14b
AbSC_Diff,Rpl37
AbSC_Diff,Svip
AbSC_Diff,Cenpm
AbSC_Diff,Actb
AbSC_Diff,Pnkd
AbSC_Diff,Dhrs4
AbSC_Diff,Slc6a8
AbSC_Diff,2010107E04Rik
AbSC_Diff,Ndufa6
AbSC_Diff,Rps12
AbSC_Diff,Cdk4
AbSC_Diff,Slc35b1
AbSC_Diff,Ehf
AbSC_Diff,Llph
AbSC_Diff,Snrpb
AbSC_Diff,1110004F10Rik
AbSC_Diff,Snhg12
AbSC_Diff,Tgif1
AbSC_Diff,Rpl17
AbSC_Diff,Uba52
AbSC_Diff,Edf1
AbSC_Diff,Gipc2
AbSC_Diff,Mocs2
AbSC_Diff,Eef1a1
AbSC_Diff,Naprt
AbSC_Diff,Tob1
AbSC_Diff,Rpl32
AbSC_Diff,Dbi
AbSC_Diff,Bola3
AbSC_Diff,Fcgrt
AbSC_Diff,Fus
AbSC_Diff,Hnf4a
AbSC_Diff,Cyb5b
AbSC_Diff,Papss2
AbSC_Diff,Mrpl34
AbSC_Diff,Vil1
AbSC_Diff,Nop56
AbSC_Diff,Nenf
AbSC_Diff,Ugdh
AbSC_Diff,Ociad2
AbSC_Diff,Coro2a
AbSC_Diff,Slc5a1
AbSC_Diff,Sec31a
AbSC_Diff,Tspan13
AbSC_Diff,Tmem253
AbSC_Diff,Casp7
AbSC_Diff,Ccdc34
AbSC_Diff,Rfk
AbSC_Diff,Echdc2
AbSC_Diff,Slc25a17
AbSC_Diff,Plcb3
AbSC_Diff,Gipc1
AbSC_Diff,Zzef1
AbSC_Diff,Fam234a
AbSC_Diff,Tst
AbSC_Diff,mt-Nd5
AbSC_Diff,Mgat4a
AbSC_Diff,Dnajc2
AbSC_Diff,Mafg
AbSC_Diff,Rpl35
AbSC_Diff,Hmgn2
AbSC_Diff,Ptms
AbSC_Diff,Oaz1
AbSC_Diff,Cisd1
AbSC_Diff,Rpl5
AbSC_Diff,Acadm
AbSC_Diff,Acadvl
AbSC_Diff,Psmd4
AbSC_Diff,Smdt1
AbSC_Diff,Gjb1
AbSC_Diff,Sox9
AbSC_Diff,Chchd2
AbSC_Diff,Atp5b
AbSC_Diff,Gch1
AbSC_Diff,Hcfc1r1
AbSC_Diff,Bcas2
AbSC_Diff,Mrps36
AbSC_Diff,Tstd1
AbSC_Diff,Pgrmc1
AbSC_Diff,Hsph1
AbSC_Diff,Rpl37a
AbSC_Diff,Rnh1
AbSC_Diff,Acot8
AbSC_Diff,Qdpr
AbSC_Diff,Oit1
AbSC_Diff,H2-Aa
AbSC_Diff,Gpd1
AbSC_Diff,Ift20
AbSC_Diff,Acot13
AbSC_Diff,Mlec
AbSC_Diff,Kdelr2
AbSC_Diff,Cstb
AbSC_Diff,Akr1c13
AbSC_Diff,Psma2
AbSC_Diff,Ddx24
AbSC_Diff,Decr1
AbSC_Diff,Ush1c
AbSC_Diff,Duoxa2
AbSC_Diff,Srrm2
AbSC_Diff,Cd47
AbSC_Diff,Nr3c1
AbSC_Diff,Qtrt1
AbSC_Diff,Hddc2
AbSC_Diff,Parp14
AbSC_Diff,H1f0
AbSC_Diff,Mlx
AbSC_Diff,Psmb4
AbSC_Diff,Sap30
AbSC_Diff,Hnrnpdl
AbSC_Diff,Ckb
AbSC_Diff,Psip1
AbSC_Diff,Chic2
AbSC_Diff,Prdx6
AbSC_Diff,Acaa1a
AbSC_Diff,Med21
AbSC_Diff,Zfyve21
AbSC_Diff,Ift43
AbSC_Diff,Clca3b
AbSC_Diff,Erh
AbSC_Diff,Akr1c12
AbSC_Diff,Sssca1
AbSC_Diff,Paics
AbSC_Diff,Prkar2a
AbSC_Diff,Eif5b
AbSC_Diff,Fmc1
AbSC_Diff,Olfm4
AbSC_Diff,Selenom
AbSC_Diff,Fbl
AbSC_Diff,Rpl13a
AbSC_Diff,Ncor1
AbSC_Diff,Ndufa1
AbSC_Diff,Polr2f
AbSC_Diff,Rps11
AbSC_Diff,Rpl13
AbSC_Diff,Cnbp
AbSC_Diff,Ss18l2
AbSC_Diff,Hadhb
AbSC_Diff,Lasp1
AbSC_Diff,Tap1
AbSC_Diff,Gda
AbSC_Diff,H2afy
AbSC_Diff,Pgp
AbSC_Diff,Magt1
AbSC_Diff,Ndufv2
AbSC_Diff,2610528J11Rik
AbSC_Diff,Tm4sf20
AbSC_Diff,Ascl2
AbSC_Diff,Gmds
AbSC_Diff,Tspan15
AbSC_Diff,Med10
AbSC_Diff,Eif3k
AbSC_Diff,Rpl29
AbSC_Diff,Smarca4
AbSC_Diff,Atp1b1
AbSC_Diff,Tpm4
AbSC_Diff,Snu13
AbSC_Diff,Ppp1r14b
AbSC_Diff,2010111I01Rik
AbSC_Diff,Rps27a
AbSC_Diff,Cmpk1
AbSC_Diff,Adipor2
AbSC_Diff,Grtp1
AbSC_Diff,Rack1
AbSC_Diff,H3f3a
AbSC_Diff,Hsd17b11
AbSC_Diff,Ndufa8
AbSC_Diff,Glrx
AbSC_Diff,Urah
AbSC_Diff,Dsg2
AbSC_Diff,Ppp1r2
AbSC_Diff,Ppib
AbSC_Diff,Cndp2
AbSC_Diff,Rrbp1
AbSC_Diff,Mcfd2
AbSC_Diff,Fasn
AbSC_Diff,Arpp19
AbSC_Diff,Taf1d
AbSC_Diff,Arid5b
AbSC_Diff,Rpl23a
AbSC_Diff,Rpl15
AbSC_Diff,Knop1
AbSC_Diff,Pomp
AbSC_Diff,Fermt1
AbSC_Diff,Gar1
AbSC_Diff,Sumo2
AbSC_Diff,Nsmce1
AbSC_Diff,Lamtor2
AbSC_Diff,Ceacam10
AbSC_Diff,Eif2ak2
AbSC_Diff,Myh14
AbSC_Diff,Lmo7
AbSC_Diff,Snrpd1
AbSC_Diff,Pls1
AbSC_Diff,Siva1
AbSC_Diff,Smim22
AbSC_Diff,Yif1a
AbSC_Diff,Ranbp1
AbSC_Diff,Gpx1
AbSC_Diff,Tmem9b
AbSC_Diff,Akr1b3
AbSC_Diff,Cct5
AbSC_Diff,Lsm7
AbSC_Diff,0610012G03Rik
AbSC_Diff,Park7
AbSC_Diff,Dynll2
AbSC_Diff,Anp32b
AbSC_Diff,Raly
AbSC_Diff,Lgals9
AbSC_Diff,Tcim
AbSC_Diff,Fcgbp
AbSC_Diff,Epb41l4aos
AbSC_Diff,Tmem41a
AbSC_Diff,Rpl22
AbSC_Diff,G3bp2
AbSC_Diff,Cdc42ep5
AbSC_Diff,Clic4
AbSC_Diff,Hmgb1
AbSC_Diff,Tff3
AbSC_Diff,Hif1a
AbSC_Diff,Zfp593
AbSC_Diff,Ost4
AbSC_Diff,AA467197
AbSC_Diff,Ebna1bp2
AbSC_Diff,Snrpf
AbSC_Diff,Dpm3
AbSC_Diff,Psmc4
AbSC_Diff,H2afj
AbSC_Diff,Tfg
AbSC_Diff,Chchd3
AbSC_Diff,Nedd4
AbSC_Diff,Npc2
AbSC_Diff,Cuedc2
AbSC_Diff,Rbx1
AbSC_Diff,Mpc1
AbSC_Diff,Gnl3
AbSC_Diff,Psmb3
AbSC_Diff,Srsf7
AbSC_Diff,Arl6ip1
AbSC_Diff,Hspe1
AbSC_Diff,Prr15
AbSC_Diff,Psmb1
AbSC_Diff,Psmb6
AbSC_Diff,Tmem45b
AbSC_Diff,Snrpg
AbSC_Diff,Lsr
AbSC_Diff,Plscr1
AbSC_Diff,Fkbp2
AbSC_Diff,Tagln2
AbSC_Diff,Sec22b
AbSC_Diff,Naca
AbSC_Diff,Mrto4
AbSC_Diff,Pepd
AbSC_Diff,Ndufb7
AbSC_Diff,Cd82
AbSC_Diff,Ppp1r1b
AbSC_Diff,Chka
AbSC_Diff,Gstp2
AbSC_Diff,Actn1
AbSC_Diff,Rps16
AbSC_Diff,4931406C07Rik
AbSC_Diff,Mrpl42
AbSC_Diff,Ptov1
AbSC_Diff,Srsf11
AbSC_Diff,Ndufa9
AbSC_Diff,Xdh
AbSC_Diff,Apex1
AbSC_Diff,Mak16
AbSC_Diff,Polr2g
AbSC_Diff,Gstm1
AbSC_Diff,Pitpna
AbSC_Diff,Ipmk
AbSC_Diff,Map1lc3b
AbSC_Diff,Tomm20
AbSC_Diff,Nudt19
AbSC_Diff,Slc31a1
AbSC_Diff,Plin3
AbSC_Diff,Rps21
AbSC_Diff,Rps8
AbSC_Diff,Tm9sf3
AbSC_Diff,Slc3a2
AbSC_Diff,Tuba1b
AbSC_Diff,Myl12b
AbSC_Diff,Gpx4
AbSC_Diff,Smarcc1
AbSC_Diff,Ndufs5
AbSC_Diff,Usp22
AbSC_Diff,Ndufv1
AbSC_Diff,Eif3f
AbSC_Diff,Gnai2
AbSC_Diff,Glul
AbSC_Diff,Tmed4
AbSC_Diff,Ube2s
AbSC_Diff,Map1lc3a
AbSC_Diff,Mcrip1
AbSC_Diff,Kcne3
AbSC_Diff,Nmi
AbSC_Diff,Sar1b
AbSC_Diff,Tpm3
AbSC_Diff,Eef1e1
AbSC_Diff,Azin1
AbSC_Diff,Sertad1
AbSC_Diff,Eef1g
AbSC_Diff,Grn
AbSC_Diff,Plekhb2
AbSC_Diff,Rps27
AbSC_Diff,Gabarap
AbSC_Diff,Snrpd2
AbSC_Diff,Mgst2
AbSC_Diff,Ran
AbSC_Diff,Spcs2
AbSC_Diff,Pfdn4
AbSC_Diff,Rpl36a
AbSC_Diff,Lars
AbSC_Diff,Rbm25
AbSC_Diff,Selenos
AbSC_Diff,U2af1
AbSC_Diff,Prpsap1
AbSC_Diff,Eif1ax
AbSC_Diff,Cmc2
AbSC_Diff,Srrm1
AbSC_Diff,Sult2b1
AbSC_Diff,Ube2e1
AbSC_Diff,Agr2
AbSC_Diff,Rps26
AbSC_Diff,Smarce1
AbSC_Diff,Cct2
AbSC_Diff,Pfdn2
AbSC_Diff,Ppia
AbSC_Diff,Pkm
AbSC_Diff,Nip7
AbSC_Diff,Pnp2
AbSC_Diff,Bnip3l
AbSC_Diff,Bax
AbSC_Diff,Pttg1
AbSC_Diff,Cox7a2l
AbSC_Diff,Pdap1
AbSC_Diff,Fam60a
AbSC_Diff,Vapa
AbSC_Diff,Rpl8
AbSC_Diff,Adrm1
AbSC_Diff,Dnajc3
AbSC_Diff,Bri3bp
AbSC_Diff,Ilf2
AbSC_Diff,Bola2
AbSC_Diff,Selenoi
AbSC_Diff,Psma1
AbSC_Diff,Cnn3
AbSC_Diff,Klf4
AbSC_Diff,Nubp1
AbSC_Diff,Pa2g4
AbSC_Diff,Rps29
AbSC_Diff,Pabpc1
AbSC_Diff,Eif3i
AbSC_Diff,Fkbp3
AbSC_Diff,Laptm4b
AbSC_Diff,Ethe1
AbSC_Diff,Fcf1
AbSC_Diff,Pnp
AbSC_Diff,Dctn3
AbSC_Diff,2210016F16Rik
AbSC_Diff,Ssb
AbSC_Diff,Vamp8
AbSC_Diff,Ezh2
AbSC_Diff,Tmed5
AbSC_Diff,Ruvbl1
AbSC_Diff,Pgls
AbSC_Diff,Fdps
AbSC_Diff,Lypla1
AbSC_Diff,Psmb9
AbSC_Diff,Hspd1
AbSC_Diff,Tcof1
AbSC_Diff,Mybbp1a
AbSC_Diff,Mkrn1
AbSC_Diff,Bola1
AbSC_Diff,Eps8l3
AbSC_Diff,Serp1
AbSC_Diff,Reg3b
AbSC_Diff,Cxadr
AbSC_Diff,Ndfip2
AbSC_Diff,Swi5
AbSC_Diff,Mcu
AbSC_Diff,Dnajc19
AbSC_Diff,Itpk1
AbSC_Diff,Nsa2
AbSC_Diff,Mien1
AbSC_Diff,Psmc3
AbSC_Diff,Cs
AbSC_Diff,Tpm1
AbSC_Diff,Pak1
AbSC_Diff,Zfp36
AbSC_Diff,Mtdh
AbSC_Diff,Spint1
AbSC_Diff,Gpx2
AbSC_Diff,Laptm4a
AbSC_Diff,Tm9sf2
AbSC_Diff,Litaf
AbSC_Diff,Brix1
AbSC_Diff,Dcun1d5
AbSC_Diff,Exosc4
AbSC_Diff,Hprt
AbSC_Diff,Mri1
AbSC_Diff,Vars
AbSC_Diff,Sem1
AbSC_Diff,Eef2
AbSC_Diff,Tcp1
AbSC_Diff,Npdc1
AbSC_Diff,Ppa1
AbSC_Diff,Fkbp1a
AbSC_Diff,Eno1
AbSC_Diff,Mrps14
AbSC_Diff,Psmg4
AbSC_Diff,Cct7
AbSC_Diff,Itga6
AbSC_Diff,Med28
AbSC_Diff,Snrpd3
AbSC_Diff,Hbegf
AbSC_Diff,Eif3d
AbSC_Diff,Abcd3
AbSC_Diff,Phax
AbSC_Diff,Smn1
AbSC_Diff,Copb2
AbSC_Diff,Gtpbp4
AbSC_Diff,Leprotl1
AbSC_Diff,Id3
AbSC_Diff,Mrpl52
AbSC_Diff,Ifi35
AbSC_Diff,Exoc3l4
AbSC_Diff,Rabac1
AbSC_Diff,Hmga1
AbSC_Diff,Txn2
AbSC_Diff,Actr10
AbSC_Diff,Akr1a1
AbSC_Diff,Il18
AbSC_Diff,Ddx39
AbSC_Diff,Ufc1
AbSC_Diff,Tia1
AbSC_Diff,Eif5
AbSC_Diff,Ubxn1
AbSC_Diff,Srm
AbSC_Diff,Eif2s1
AbSC_Diff,Lgals3bp
AbSC_Diff,Tmed9
AbSC_Diff,Gm42031
AbSC_Diff,Nras
AbSC_Diff,Trmt6
AbSC_Diff,Grcc10
AbSC_Diff,Bcl3
AbSC_Diff,Psmc2
AbSC_Diff,Nol12
AbSC_Diff,Eif6
AbSC_Diff,Snrnp70
AbSC_Diff,Znhit1
AbSC_Diff,Tmem258
AbSC_Diff,Btf3l4
AbSC_Diff,Psmc6
AbSC_Diff,Cyth2
AbSC_Diff,Strap
AbSC_Diff,Arl6ip4
AbSC_Diff,Atox1
AbSC_Diff,Sf3b3
AbSC_Diff,Otub1
AbSC_Diff,Plp2
AbSC_Diff,Cdca7
AbSC_Diff,Chd4
AbSC_Diff,Mrpl17
AbSC_Diff,Mphosph10
AbSC_Diff,Pbdc1
AbSC_Diff,Sigmar1
AbSC_Diff,Nolc1
AbSC_Diff,Spag7
AbSC_Diff,1810058I24Rik
AbSC_Diff,Pcyt2
AbSC_Diff,Dnajc8
AbSC_Diff,Baz1a
AbSC_Diff,Akap13
AbSC_Diff,Srsf3
AbSC_Diff,Serinc2
AbSC_Diff,Vgll4
AbSC_Diff,F11r
AbSC_Diff,Nop58
AbSC_Diff,Bclaf1
AbSC_Diff,Smarca5
AbSC_Diff,Ddx39b
AbSC_Diff,Id1
AbSC_Diff,Wars
AbSC_Diff,Irf1
AbSC_Diff,Pak2
AbSC_Diff,Crb3
AbSC_Diff,Id2
AbSC_Diff,Eef1d
AbSC_Diff,Cd320
AbSC_Diff,Stub1
AbSC_Diff,Anp32e
AbSC_Diff,Rfc3
AbSC_Diff,Agpat2
AbSC_Diff,Ube2n
AbSC_Diff,Pdcd5
AbSC_Diff,Dhps
AbSC_Diff,Cd151
AbSC_Diff,Eif4ebp1
AbSC_Diff,Eif3m
AbSC_Diff,Dnajb6
AbSC_Diff,Hmgb3
AbSC_Diff,Tuba1c
AbSC_Diff,Nemf
AbSC_Diff,Ctsd
AbSC_Diff,Lipt2
AbSC_Diff,Cops5
AbSC_Diff,Mat2a
AbSC_Diff,Fam46a
AbSC_Diff,Trp53
AbSC_Diff,Sdf2l1
AbSC_Diff,Hnrnpu
AbSC_Diff,Trappc6a
AbSC_Diff,Mvb12a
AbSC_Diff,Eif4a3
AbSC_Diff,Sin3b
AbSC_Diff,Tmem128
AbSC_Diff,Ciapin1
AbSC_Diff,Pafah1b3
AbSC_Diff,Vps72
AbSC_Diff,Mrpl33
AbSC_Diff,Nono
AbSC_Diff,Ywhae
AbSC_Diff,Picalm
AbSC_Diff,Ptrh2
AbSC_Diff,Lyar
AbSC_Diff,Txndc9
AbSC_Diff,Tpd52l2
AbSC_Diff,Dcakd
AbSC_Diff,Ddx18
AbSC_Diff,Tuba4a
AbSC_Diff,Sarnp
AbSC_Diff,Eif4g2
AbSC_Diff,Prpf40a
AbSC_Diff,Rbm39
AbSC_Diff,Eif3g
AbSC_Diff,Rabggtb
AbSC_Diff,Hmgcr
AbSC_Diff,Espn
AbSC_Diff,Hsp90b1
AbSC_Diff,Tpr
AbSC_Diff,Snrpc
AbSC_Diff,Imp3
AbSC_Diff,Ube2l3
AbSC_Diff,Psmb7
AbSC_Diff,Anxa7
AbSC_Diff,Manbal
AbSC_Diff,Lsm4
AbSC_Diff,H2afz
AbSC_Diff,Smarcb1
AbSC_Diff,Psmb10
AbSC_Diff,Cdc42se1
AbSC_Diff,Cdc37
AbSC_Diff,Psmd12
AbSC_Diff,Psma5
AbSC_Diff,Sltm
AbSC_Diff,Psmd14
AbSC_Diff,Dhrs7
AbSC_Diff,H2-T23
AbSC_Diff,Nasp
AbSC_Diff,Ddx21
AbSC_Diff,Ssrp1
AbSC_Diff,Capns1
AbSC_Diff,Lamp1
AbSC_Diff,Tsg101
AbSC_Diff,Bloc1s2
AbSC_Diff,Tra2a
AbSC_Diff,Ccdc12
AbSC_Diff,Lpcat3
AbSC_Diff,Eloc
AbSC_Diff,Pin1
AbSC_Diff,Esf1
AbSC_Diff,Sdhaf1
